"threshold","sensitivity","specificity","f1","c_index","cal_slope","model","imputation"
0.5,0,1,0,0.847568274242275,1.14563819336087,"overall",3
0.75,0,1,0,0.847568274242275,1.14563819336087,"overall",3
0.9,0,1,0,0.847568274242275,1.14563819336087,"overall",3
0.1,0,1,0,0.846907127866365,1.07122597773875,"mard",3
0.25,0,1,0,0.846907127866365,1.07122597773875,"mard",3
0.5,0,1,0,0.846907127866365,1.07122597773875,"mard",3
0.75,0,1,0,0.846907127866365,1.07122597773875,"mard",3
0.9,0,1,0,0.846907127866365,1.07122597773875,"mard",3
0.1,0,1,0,0.88151699685169,1.0495575612072,"mod",3
0.25,0,1,0,0.88151699685169,1.0495575612072,"mod",3
0.5,0,1,0,0.88151699685169,1.0495575612072,"mod",3
0.75,0,1,0,0.88151699685169,1.0495575612072,"mod",3
0.9,0,1,0,0.88151699685169,1.0495575612072,"mod",3
0.1,0,1,0,0.96416589449468,0.411154597505468,"sidd",3
0.25,0,1,0,0.96416589449468,0.411154597505468,"sidd",3
0.5,0,1,0,0.96416589449468,0.411154597505468,"sidd",3
0.75,0,1,0,0.96416589449468,0.411154597505468,"sidd",3
0.9,0,1,0,0.96416589449468,0.411154597505468,"sidd",3
0.1,0,1,0,0.907828913850409,0.152999506262959,"sird",3
0.25,0,1,0,0.907828913850409,0.152999506262959,"sird",3
0.5,0,1,0,0.907828913850409,0.152999506262959,"sird",3
0.75,0,1,0,0.907828913850409,0.152999506262959,"sird",3
0.9,0,1,0,0.907828913850409,0.152999506262959,"sird",3
0.1,0,1,0,0.846618337179045,1.12895180307217,"overall",4
0.25,0,1,0,0.846618337179045,1.12895180307217,"overall",4
0.5,0,1,0,0.846618337179045,1.12895180307217,"overall",4
0.75,0,1,0,0.846618337179045,1.12895180307217,"overall",4
0.9,0,1,0,0.846618337179045,1.12895180307217,"overall",4
0.1,0,1,0,0.841922202082434,1.1990961037024,"mard",4
0.25,0,1,0,0.841922202082434,1.1990961037024,"mard",4
0.5,0,1,0,0.841922202082434,1.1990961037024,"mard",4
0.75,0,1,0,0.841922202082434,1.1990961037024,"mard",4
0.9,0,1,0,0.841922202082434,1.1990961037024,"mard",4
0.1,0,1,0,0.881497865643981,1.03181284358593,"mod",4
0.25,0,1,0,0.881497865643981,1.03181284358593,"mod",4
0.5,0,1,0,0.881497865643981,1.03181284358593,"mod",4
0.75,0,1,0,0.881497865643981,1.03181284358593,"mod",4
0.9,0,1,0,0.881497865643981,1.03181284358593,"mod",4
0.1,0,1,0,0.950650222066013,0.41034026034869,"sidd",4
0.25,0,1,0,0.950650222066013,0.41034026034869,"sidd",4
0.5,0,1,0,0.950650222066013,0.41034026034869,"sidd",4
0.75,0,1,0,0.950650222066013,0.41034026034869,"sidd",4
0.9,0,1,0,0.950650222066013,0.41034026034869,"sidd",4
0.1,0,1,0,0.91195565151993,0.150235077845291,"sird",4
0.25,0,1,0,0.91195565151993,0.150235077845291,"sird",4
0.5,0,1,0,0.91195565151993,0.150235077845291,"sird",4
0.75,0,1,0,0.91195565151993,0.150235077845291,"sird",4
0.9,0,1,0,0.91195565151993,0.150235077845291,"sird",4
0.1,0,1,0,0.847344471882994,1.14811199562849,"overall",5
0.25,0,1,0,0.847344471882994,1.14811199562849,"overall",5
0.5,0,1,0,0.847344471882994,1.14811199562849,"overall",5
0.75,0,1,0,0.847344471882994,1.14811199562849,"overall",5
0.9,0,1,0,0.847344471882994,1.14811199562849,"overall",5
0.1,0,1,0,0.843688845080109,1.2368168799062,"mard",5
0.25,0,1,0,0.843688845080109,1.2368168799062,"mard",5
0.5,0,1,0,0.843688845080109,1.2368168799062,"mard",5
0.75,0,1,0,0.843688845080109,1.2368168799062,"mard",5
0.9,0,1,0,0.843688845080109,1.2368168799062,"mard",5
0.1,0,1,0,0.881259951907087,1.03171891312339,"mod",5
0.25,0,1,0,0.881259951907087,1.03171891312339,"mod",5
0.5,0,1,0,0.881259951907087,1.03171891312339,"mod",5
0.75,0,1,0,0.881259951907087,1.03171891312339,"mod",5
0.9,0,1,0,0.881259951907087,1.03171891312339,"mod",5
0.1,0,1,0,0.96111448381634,0.420025757899029,"sidd",5
0.25,0,1,0,0.96111448381634,0.420025757899029,"sidd",5
0.5,0,1,0,0.96111448381634,0.420025757899029,"sidd",5
0.75,0,1,0,0.96111448381634,0.420025757899029,"sidd",5
0.9,0,1,0,0.96111448381634,0.420025757899029,"sidd",5
0.1,0,1,0,0.907234527766321,0.153874259917419,"sird",5
0.25,0,1,0,0.907234527766321,0.153874259917419,"sird",5
0.5,0,1,0,0.907234527766321,0.153874259917419,"sird",5
0.75,0,1,0,0.907234527766321,0.153874259917419,"sird",5
0.9,0,1,0,0.907234527766321,0.153874259917419,"sird",5
0.1,0,1,0,0.849720690375245,1.1300573315998,"overall",6
0.25,0,1,0,0.849720690375245,1.1300573315998,"overall",6
0.5,0,1,0,0.849720690375245,1.1300573315998,"overall",6
0.75,0,1,0,0.849720690375245,1.1300573315998,"overall",6
0.9,0,1,0,0.849720690375245,1.1300573315998,"overall",6
0.1,0,1,0,0.850057159957317,1.19831654631401,"mard",6
0.25,0,1,0,0.850057159957317,1.19831654631401,"mard",6
0.5,0,1,0,0.850057159957317,1.19831654631401,"mard",6
0.75,0,1,0,0.850057159957317,1.19831654631401,"mard",6
0.9,0,1,0,0.850057159957317,1.19831654631401,"mard",6
0.1,0,1,0,0.882735998163404,1.03507250211634,"mod",6
0.25,0,1,0,0.882735998163404,1.03507250211634,"mod",6
0.5,0,1,0,0.882735998163404,1.03507250211634,"mod",6
0.75,0,1,0,0.882735998163404,1.03507250211634,"mod",6
0.9,0,1,0,0.882735998163404,1.03507250211634,"mod",6
0.1,0,1,0,0.947710643192638,0.422831661903388,"sidd",6
0.25,0,1,0,0.947710643192638,0.422831661903388,"sidd",6
0.5,0,1,0,0.947710643192638,0.422831661903388,"sidd",6
0.75,0,1,0,0.947710643192638,0.422831661903388,"sidd",6
0.9,0,1,0,0.947710643192638,0.422831661903388,"sidd",6
0.1,0,1,0,0.908940051917805,0.14314818219522,"sird",6
0.25,0,1,0,0.908940051917805,0.14314818219522,"sird",6
0.5,0,1,0,0.908940051917805,0.14314818219522,"sird",6
0.75,0,1,0,0.908940051917805,0.14314818219522,"sird",6
0.9,0,1,0,0.908940051917805,0.14314818219522,"sird",6
0.1,0,1,0,0.847539840335973,1.12505130907102,"overall",7
0.25,0,1,0,0.847539840335973,1.12505130907102,"overall",7
0.5,0,1,0,0.847539840335973,1.12505130907102,"overall",7
0.75,0,1,0,0.847539840335973,1.12505130907102,"overall",7
0.9,0,1,0,0.847539840335973,1.12505130907102,"overall",7
0.1,0,1,0,0.851322422847183,1.16394927743631,"mard",7
0.25,0,1,0,0.851322422847183,1.16394927743631,"mard",7
0.5,0,1,0,0.851322422847183,1.16394927743631,"mard",7
0.75,0,1,0,0.851322422847183,1.16394927743631,"mard",7
0.9,0,1,0,0.851322422847183,1.16394927743631,"mard",7
0.1,0,1,0,0.879969331202411,1.02969720249975,"mod",7
0.25,0,1,0,0.879969331202411,1.02969720249975,"mod",7
0.5,0,1,0,0.879969331202411,1.02969720249975,"mod",7
0.75,0,1,0,0.879969331202411,1.02969720249975,"mod",7
0.9,0,1,0,0.879969331202411,1.02969720249975,"mod",7
0.1,0,1,0,0.965555804070678,0.428444876703035,"sidd",7
0.25,0,1,0,0.965555804070678,0.428444876703035,"sidd",7
0.5,0,1,0,0.965555804070678,0.428444876703035,"sidd",7
0.75,0,1,0,0.965555804070678,0.428444876703035,"sidd",7
0.9,0,1,0,0.965555804070678,0.428444876703035,"sidd",7
0.1,0,1,0,0.906584342172299,0.15477133988562,"sird",7
0.25,0,1,0,0.906584342172299,0.15477133988562,"sird",7
0.5,0,1,0,0.906584342172299,0.15477133988562,"sird",7
0.75,0,1,0,0.906584342172299,0.15477133988562,"sird",7
0.9,0,1,0,0.906584342172299,0.15477133988562,"sird",7
0.1,0,1,0,0.84728301795647,1.13067295525372,"overall",8
0.25,0,1,0,0.84728301795647,1.13067295525372,"overall",8
0.5,0,1,0,0.84728301795647,1.13067295525372,"overall",8
0.75,0,1,0,0.84728301795647,1.13067295525372,"overall",8
0.9,0,1,0,0.84728301795647,1.13067295525372,"overall",8
0.1,0,1,0,0.847107942412163,1.23979837866197,"mard",8
0.25,0,1,0,0.847107942412163,1.23979837866197,"mard",8
0.5,0,1,0,0.847107942412163,1.23979837866197,"mard",8
0.75,0,1,0,0.847107942412163,1.23979837866197,"mard",8
0.9,0,1,0,0.847107942412163,1.23979837866197,"mard",8
0.1,0,1,0,0.879710324082659,1.00777340974755,"mod",8
0.25,0,1,0,0.879710324082659,1.00777340974755,"mod",8
0.5,0,1,0,0.879710324082659,1.00777340974755,"mod",8
0.75,0,1,0,0.879710324082659,1.00777340974755,"mod",8
0.9,0,1,0,0.879710324082659,1.00777340974755,"mod",8
0.1,0,1,0,0.959724574240343,0.410744656133595,"sidd",8
0.25,0,1,0,0.959724574240343,0.410744656133595,"sidd",8
0.5,0,1,0,0.959724574240343,0.410744656133595,"sidd",8
0.75,0,1,0,0.959724574240343,0.410744656133595,"sidd",8
0.9,0,1,0,0.959724574240343,0.410744656133595,"sidd",8
0.1,0,1,0,0.907207841044179,0.150106861735022,"sird",8
0.25,0,1,0,0.907207841044179,0.150106861735022,"sird",8
0.5,0,1,0,0.907207841044179,0.150106861735022,"sird",8
0.75,0,1,0,0.907207841044179,0.150106861735022,"sird",8
0.9,0,1,0,0.907207841044179,0.150106861735022,"sird",8
0.1,0,1,0,0.84778076418722,1.1580133256731,"overall",9
0.25,0,1,0,0.84778076418722,1.1580133256731,"overall",9
0.5,0,1,0,0.84778076418722,1.1580133256731,"overall",9
0.75,0,1,0,0.84778076418722,1.1580133256731,"overall",9
0.9,0,1,0,0.84778076418722,1.1580133256731,"overall",9
0.1,0,1,0,0.846590812143899,1.20469935866983,"mard",9
0.25,0,1,0,0.846590812143899,1.20469935866983,"mard",9
0.5,0,1,0,0.846590812143899,1.20469935866983,"mard",9
0.75,0,1,0,0.846590812143899,1.20469935866983,"mard",9
0.9,0,1,0,0.846590812143899,1.20469935866983,"mard",9
0.1,0,1,0,0.88140515286816,1.03541469381304,"mod",9
0.25,0,1,0,0.88140515286816,1.03541469381304,"mod",9
0.5,0,1,0,0.88140515286816,1.03541469381304,"mod",9
0.75,0,1,0,0.88140515286816,1.03541469381304,"mod",9
0.9,0,1,0,0.88140515286816,1.03541469381304,"mod",9
0.1,0,1,0,0.96287184075151,0.424101949693472,"sidd",9
0.25,0,1,0,0.96287184075151,0.424101949693472,"sidd",9
0.5,0,1,0,0.96287184075151,0.424101949693472,"sidd",9
0.75,0,1,0,0.96287184075151,0.424101949693472,"sidd",9
0.9,0,1,0,0.96287184075151,0.424101949693472,"sidd",9
0.1,0,1,0,0.904451830466532,0.156130243642239,"sird",9
0.25,0,1,0,0.904451830466532,0.156130243642239,"sird",9
0.5,0,1,0,0.904451830466532,0.156130243642239,"sird",9
0.75,0,1,0,0.904451830466532,0.156130243642239,"sird",9
0.9,0,1,0,0.904451830466532,0.156130243642239,"sird",9
0.1,0,1,0,0.848624914889369,1.1152558279044,"overall",10
0.25,0,1,0,0.848624914889369,1.1152558279044,"overall",10
0.5,0,1,0,0.848624914889369,1.1152558279044,"overall",10
0.75,0,1,0,0.848624914889369,1.1152558279044,"overall",10
0.9,0,1,0,0.848624914889369,1.1152558279044,"overall",10
0.1,0,1,0,0.846890065192539,1.17532375534691,"mard",10
0.25,0,1,0,0.846890065192539,1.17532375534691,"mard",10
0.5,0,1,0,0.846890065192539,1.17532375534691,"mard",10
0.75,0,1,0,0.846890065192539,1.17532375534691,"mard",10
0.9,0,1,0,0.846890065192539,1.17532375534691,"mard",10
0.1,0,1,0,0.881428208426169,1.02462716578098,"mod",10
0.25,0,1,0,0.881428208426169,1.02462716578098,"mod",10
0.5,0,1,0,0.881428208426169,1.02462716578098,"mod",10
0.75,0,1,0,0.881428208426169,1.02462716578098,"mod",10
0.9,0,1,0,0.881428208426169,1.02462716578098,"mod",10
0.1,0,1,0,0.966642170176055,0.391736691961093,"sidd",10
0.25,0,1,0,0.966642170176055,0.391736691961093,"sidd",10
0.5,0,1,0,0.966642170176055,0.391736691961093,"sidd",10
0.75,0,1,0,0.966642170176055,0.391736691961093,"sidd",10
0.9,0,1,0,0.966642170176055,0.391736691961093,"sidd",10
0.1,0,1,0,0.90603119920425,0.151609744126653,"sird",10
0.25,0,1,0,0.90603119920425,0.151609744126653,"sird",10
0.5,0,1,0,0.90603119920425,0.151609744126653,"sird",10
0.75,0,1,0,0.90603119920425,0.151609744126653,"sird",10
0.9,0,1,0,0.90603119920425,0.151609744126653,"sird",10
